"scenario","obs_per_trial","n_subj","method","class_true","run","class_pred","RI","RIc","NMI","NMIc","warnings"
"sc2","2","200","BMEM","4","4","6","0.887286432160804","0.91643216080402","0.790987406451701","0.776447414448445","0.657328327696959"
"sc2","2","200","BBMEM","4","4","0","0.876884422110553","0.91643216080402","0.858246437304288","0.776447414448445","0.634717752306215"
"sc2","2","200","LCA","4","5","4","0.917688442211055","0.917688442211055","0.780854588445546","0.780854588445546","0.781006488925955"
"sc2","2","200","GLM","4","5","6","0.873115577889447","0.932261306532663","0.652001888013949","0.819749339420692","0.622336203443959"
"sc2","2","200","LMEM","4","5","6","0.870552763819096","0.917386934673367","0.693088018915524","0.780519980258632","0.61561375360693"
"sc2","2","200","BMEM","4","5","5","0.90427135678392","0.913417085427136","0.763570006547247","0.769743474472435","0.731505545506941"
"sc2","2","200","BBMEM","4","5","0","0.805879396984925","0.805879396984925","0.492677163496097","0.492677163496097","0.55350182858355"
"sc2","4","200","LCA","4","1","4","1","1","1","1","1"
"sc2","4","200","GLM","4","1","6","0.943819095477387","0.932562814070352","0.914627050348727","0.821269677966988","0.784475630363566"
"sc2","4","200","LMEM","4","1","5","0.960301507537688","0.995628140703518","0.877101791210101","0.98834092767938","0.869636027884647"
"sc2","4","200","BMEM","4","1","4","1","1","1","1","1"
"sc2","4","200","BBMEM","4","1","0","0.968492462311558","0.990653266331658","0.925141619401255","0.97509207366313","0.870687439457735"
"sc2","4","200","LCA","4","2","4","0.989447236180905","0.989447236180905","0.971787328439581","0.971787328439581","0.963972916415992"
"sc2","4","200","GLM","4","2","6","0.97","0.938090452261306","0.931579566505226","0.835814441549243","0.868954535452519"
"sc2","4","200","LMEM","4","2","6","0.943517587939699","0.985477386934673","0.966498997398675","0.961202772735853","0.794470349421946"
"sc2","4","200","BMEM","4","2","4","0.989447236180905","0.989447236180905","0.971787328439581","0.971787328439581","0.963972916415992"
"sc2","4","200","BBMEM","4","2","0","0.967939698492462","0.994723618090452","0.946879216507309","0.985881285496962","0.870672333313142"
"sc2","4","200","LCA","4","3","4","0.990050251256281","0.990050251256281","0.973250973686418","0.973250973686418","0.964408446023205"
"sc2","4","200","GLM","4","3","6","0.914170854271357","0.905577889447236","0.809142760936537","0.746726047346496","0.72487571248343"
"sc2","4","200","LMEM","4","3","5","0.937085427135678","0.965628140703518","0.839938148841095","0.907556339485862","0.798102747754176"
"sc2","4","200","BMEM","4","3","4","0.985226130653266","0.985226130653266","0.960281748807105","0.960281748807105","0.946785602942324"
"sc2","4","200","BBMEM","4","3","0","0.954522613065327","0.980100502512563","0.89703218162678","0.946509263819794","0.823371248938229"
"sc2","4","200","LCA","4","4","4","1","1","1","1","1"
"sc2","4","200","GLM","4","4","6","0.93035175879397","0.96572864321608","0.93370718070309","0.908077788143976","0.756508694546889"
"sc2","4","200","LMEM","4","4","5","0.970653266331658","0.975678391959799","0.986524964960714","0.934782596625268","0.890969403783134"
"sc2","4","200","BMEM","4","4","4","0.970552763819095","0.970552763819095","0.921016985120777","0.921016985120777","0.913038994427079"
"sc2","4","200","BBMEM","4","4","0","0.963969849246231","1","0.976102745119876","1","0.842806814480354"
