"","scenario","obs_per_trial","n_subj","method","class_true","run","class_pred","RI","RIc","NMI","NMIc","warnings"
"407","sc4",2,100,"GLM",4,1,6,0.907884856070088,0.89927409261577,0.70864855889924,0.72567281342309,"none"
"408","sc4",2,100,"BMEM",4,1,6,0.907884856070088,0.909486858573217,0.70864855889924,0.743138052359107,"none"
"409","sc4",2,100,"LCA",4,2,4,0.934317897371715,0.934317897371715,0.818063080795665,0.818063080795665,"none"
"410","sc4",2,100,"GLM",4,2,6,0.901877346683354,0.917096370463079,0.691342528534897,0.794110953701884,"none"
"411","sc4",2,100,"BMEM",4,2,5,0.927108886107635,0.94252816020025,0.762873634525961,0.837183989768626,"none"
"412","sc4",2,100,"LCA",4,3,4,0.805957446808511,0.805957446808511,0.589392446158834,0.589392446158834,"none"
"413","sc4",2,100,"GLM",4,3,6,0.804956195244055,0.861827284105131,0.450273438485812,0.649784732530319,"none"
"414","sc4",2,100,"BMEM",4,3,6,0.862227784730914,0.898072590738423,0.574727762591519,0.727145052843794,"none"
"415","sc4",2,100,"LCA",4,4,4,0.912891113892365,0.912891113892365,0.778367063593447,0.778367063593447,"none"
"416","sc4",2,100,"GLM",4,4,6,0.873241551939925,0.900275344180225,0.658624488503475,0.741514913290712,"none"
"417","sc4",2,100,"BMEM",4,4,5,0.890863579474343,0.900275344180225,0.713761346672025,0.741514913290712,"none"
"418","sc4",2,100,"LCA",4,5,4,0.932715894868586,0.932715894868586,0.833740599889533,0.833740599889533,"none"
"419","sc4",2,100,"GLM",4,5,6,0.909086357947434,0.90648310387985,0.713947491223771,0.738840891946914,"none"
"420","sc4",2,100,"BMEM",4,5,4,0.90648310387985,0.90648310387985,0.738840891946914,0.738840891946914,"none"
"421","sc4",2,200,"LCA",4,1,5,0.835547217010632,0.78411507191995,0.582604720412846,0.531252776176051,"none"
"422","sc4",2,200,"GLM",4,1,6,0.847254534083802,0.882176360225141,0.553330929865368,0.658039372827389,"none"
"423","sc4",2,200,"BMEM",4,1,6,0.847254534083802,0.882176360225141,0.553330929865368,0.658039372827389,"none"
"424","sc4",2,200,"LCA",4,2,5,0.880175109443402,0.917048155096936,0.663943848957903,0.776280529410909,"none"
"425","sc4",2,200,"GLM",4,2,4,0.898536585365854,0.898536585365854,0.710125623477836,0.710125623477836,"none"
"426","sc4",2,200,"BMEM",4,2,6,0.867717323327079,0.898536585365854,0.601512620449179,0.710125623477836,"none"
"427","sc4",2,200,"LCA",4,3,4,0.874421513445904,0.874421513445904,0.673166087756302,0.673166087756302,"none"
"428","sc4",2,200,"GLM",4,3,5,0.893183239524703,0.890131332082552,0.683881207443411,0.693432715620549,"none"
"429","sc4",2,200,"BMEM",4,3,4,0.874621638524077,0.874621638524077,0.660627681192716,0.660627681192716,"none"
"430","sc4",2,200,"LCA",4,4,5,0.881826141338336,0.894033771106942,0.671370372052699,0.725325290042022,"none"
"431","sc4",2,200,"GLM",4,4,6,0.869368355222014,0.899537210756723,0.592771640205953,0.699872179124851,"none"
"432","sc4",2,200,"BMEM",4,4,6,0.869368355222014,0.891131957473421,0.592771640205953,0.680514791306794,"none"
"433","sc4",2,200,"LCA",4,5,4,0.929656035021889,0.929656035021889,0.798671937202633,0.798671937202633,"none"
"434","sc4",2,200,"GLM",4,5,6,0.884777986241401,0.906641651031895,0.659814064007103,0.729865420387479,"none"
"435","sc4",2,200,"BMEM",4,5,6,0.855959974984365,0.946416510318949,0.577782414388423,0.837018907415051,"none"
"436","sc4",2,400,"LCA",4,1,6,0.851691153485464,0.906570803376055,0.578039362152551,0.731880303453036,"none"
"437","sc4",2,400,"GLM",4,1,5,0.874335729915599,0.904932791497343,0.600027194155885,0.711761573333658,"none"
"438","sc4",2,400,"BMEM",4,1,6,0.878099406064395,0.902094404501407,0.612943155363397,0.714856192340045,"none"
"439","sc4",2,400,"LCA",4,2,6,0.850228196311347,0.912447639887465,0.577715252146727,0.751666729992837,"none"
"440","sc4",2,400,"GLM",4,2,6,0.883826195686152,0.921325414191935,0.626409637176658,0.757390212425661,"none"
"441","sc4",2,400,"BMEM",4,2,6,0.878324476398875,0.910396999062207,0.620761894544001,0.729360168679897,"none"
"442","sc4",2,400,"LCA",4,3,6,0.887889965614254,0.907183494842138,0.647746022584581,0.731678607799463,"none"
"443","sc4",2,400,"GLM",4,3,6,0.887789934354486,0.925164113785558,0.640854512831941,0.761220565305254,"none"
"444","sc4",2,400,"BMEM",4,3,6,0.890403251015943,0.925164113785558,0.644684842085416,0.761220565305254,"none"
"445","sc4",2,400,"LCA",4,4,6,0.870009377930603,0.939631134729603,0.632163525950895,0.823121801420016,"none"
"446","sc4",2,400,"GLM",4,4,6,0.870021881838074,0.914485776805252,0.601341081781128,0.738572698070867,"none"
"447","sc4",2,400,"BMEM",4,4,6,0.873597999374805,0.914485776805252,0.60626291601898,0.738572698070867,"none"
"448","sc4",2,400,"LCA",4,5,6,0.85117849327915,0.907271022194436,0.593122796634497,0.745325928572711,"none"
"449","sc4",2,400,"GLM",4,5,6,0.879437324163801,0.922950922163176,0.623707245198728,0.748660046636555,"none"
"450","sc4",2,400,"BMEM",4,5,5,0.891941231634886,0.922950922163176,0.664122730501785,0.748660046636555,"none"
"451","sc4",4,100,"LCA",4,1,4,0.969981238273921,0.969981238273921,0.907694668620226,0.907694668620226,"none"
"452","sc4",4,100,"GLM",4,1,6,0.929155722326454,0.990193871169481,0.766883936012063,0.968504067015819,"none"
"453","sc4",4,100,"BMEM",4,1,6,0.939362101313321,0.990193871169481,0.786553064203345,0.968504067015819,"none"
"454","sc4",4,100,"LCA",4,2,4,0.990393996247655,0.990393996247655,0.969363933101265,0.969363933101265,"none"
"455","sc4",4,100,"GLM",4,2,6,0.971582238899312,0.97198248905566,0.86285151082619,0.909144443625807,"none"
"456","sc4",4,100,"BMEM",4,2,5,0.968980612883052,0.990393996247655,0.881673225484702,0.969363933101265,"none"
"457","sc4",4,100,"LCA",4,3,4,0.990193871169481,0.990193871169481,0.969138443427224,0.969138443427224,"none"
"458","sc4",4,100,"GLM",4,3,4,0.990193871169481,0.990193871169481,0.969138443427224,0.969138443427224,"none"
"459","sc4",4,100,"BMEM",4,3,4,0.990193871169481,0.990193871169481,0.969138443427224,0.969138443427224,"none"
"460","sc4",4,100,"LCA",4,4,4,0.99219512195122,0.99219512195122,0.970309486687311,0.970309486687311,"none"
"461","sc4",4,100,"GLM",4,4,4,0.99219512195122,0.99219512195122,0.970309486687311,0.970309486687311,"none"
"462","sc4",4,100,"BMEM",4,4,5,0.961175734834271,0.99219512195122,0.876713284338815,0.970309486687311,"none"
"463","sc4",4,100,"LCA",4,5,4,1,1,1,1,"none"
"464","sc4",4,100,"GLM",4,5,6,0.952770481550969,0.989193245778612,0.801049859548004,0.96876271806782,"none"
"465","sc4",4,100,"BMEM",4,5,5,0.971181988742964,0.989193245778612,0.878994999159832,0.96876271806782,"none"
"466","sc4",4,200,"LCA",4,1,5,0.946783369803063,0.985295404814004,0.817453199892733,0.951512594024276,"none"
"467","sc4",4,200,"GLM",4,1,6,0.964088777743045,0.994998437011566,0.835802064127068,0.981746332702065,"none"
"468","sc4",4,200,"BMEM",4,1,6,0.951334792122538,0.985395436073773,0.805226515880508,0.951369692775925,"none"
"469","sc4",4,200,"LCA",4,2,4,0.980493904345108,0.980493904345108,0.938505478718462,0.938505478718462,"none"
"470","sc4",4,200,"GLM",4,2,6,0.969040325101594,0.967139731165989,0.864451630870242,0.89794764246851,"none"
"471","sc4",4,200,"BMEM",4,2,4,0.967139731165989,0.967139731165989,0.89794764246851,0.89794764246851,"none"
"472","sc4",4,200,"LCA",4,3,4,0.966839637386683,0.966839637386683,0.891497964072305,0.891497964072305,"none"
"473","sc4",4,200,"GLM",4,3,6,0.948783994998437,0.980493904345108,0.809574024093984,0.933939487571188,"none"
"474","sc4",4,200,"BMEM",4,3,6,0.959137230384495,0.980493904345108,0.814101645387892,0.933939487571188,"none"
"475","sc4",4,200,"LCA",4,4,4,0.979893716786496,0.979893716786496,0.940376753104411,0.940376753104411,"none"
"476","sc4",4,200,"GLM",4,4,6,0.934229446702094,0.979893716786496,0.777323955167293,0.940376753104411,"none"
"477","sc4",4,200,"BMEM",4,4,6,0.944882775867459,0.979893716786496,0.802470036513939,0.940376753104411,"none"
"478","sc4",4,200,"LCA",4,5,4,0.985445451703657,0.985445451703657,0.946748439688839,0.946748439688839,"none"
"479","sc4",4,200,"GLM",4,5,6,0.927777430447015,0.990096905282901,0.781592934634831,0.963683564623349,"none"
"480","sc4",4,200,"BMEM",4,5,6,0.957936855267271,0.990096905282901,0.833914719363305,0.963683564623349,"none"
"481","sc4",4,400,"LCA",4,1,6,0.911398656040006,0.982934833567745,0.733268500681444,0.937430686404789,"none"
"482","sc4",4,400,"GLM",4,1,6,0.950392248788873,0.980221909673387,0.818504394819878,0.930526380970143,"none"
"483","sc4",4,400,"BMEM",4,1,6,0.947504297546492,0.975246132208157,0.797026071848311,0.914228301390156,"none"
"484","sc4",4,400,"LCA",4,2,6,0.909510861072042,0.975721206438506,0.726067255678643,0.91740544866076,"none"
"485","sc4",4,400,"GLM",4,2,5,0.954342866072824,0.975596186904204,0.837442015741904,0.911334796811408,"none"
"486","sc4",4,400,"BMEM",4,2,6,0.931076730739178,0.975596186904204,0.755720050795103,0.911334796811408,"none"
"487","sc4",4,400,"LCA",4,3,6,0.913573995936865,0.98771057977809,0.733506026340419,0.951956759314502,"none"
"488","sc4",4,400,"GLM",4,3,6,0.942441006407251,0.990273480231286,0.799314957652058,0.962037231121253,"none"
"489","sc4",4,400,"BMEM",4,3,6,0.947679324894515,0.990273480231286,0.813324041637173,0.962037231121253,"none"
"490","sc4",4,400,"LCA",4,4,6,0.930439131114237,0.997437099546804,0.775581073235158,0.989698804359285,"none"
"491","sc4",4,400,"GLM",4,4,6,0.941453352086263,0.995024222534771,0.807991064152092,0.97966103425199,"none"
"492","sc4",4,400,"BMEM",4,4,6,0.929626504141272,0.992486325988436,0.77868500719434,0.969585528438296,"none"
"493","sc4",4,400,"LCA",4,5,6,0.916224410064073,0.982972339428036,0.742725010395762,0.933843084780248,"none"
"494","sc4",4,400,"GLM",4,5,5,0.962631661197062,0.985335208626348,0.854166463268312,0.94122841867648,"none"
"495","sc4",4,400,"BMEM",4,5,5,0.955443037974684,0.980121894045945,0.839088098917805,0.926155916244808,"none"
"496","sc4",8,100,"LCA",4,1,4,0.989196623944983,0.989196623944983,0.968762718067819,0.968762718067819,"none"
"497","sc4",8,100,"GLM",4,1,6,0.963988746483276,1,0.847490520962283,1,"none"
"498","sc4",8,100,"BMEM",4,1,6,0.952985307908721,0.989196623944983,0.80817777919405,0.968762718067819,"none"
"499","sc4",8,100,"LCA",4,2,4,1,1,1,1,"none"
"500","sc4",8,100,"GLM",4,2,6,0.955786183182245,1,0.829953418655173,1,"none"
"501","sc4",8,100,"BMEM",4,2,6,0.938980931541107,0.990396999062207,0.793309778754851,0.969653124229283,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"502","sc4",8,100,"LCA",4,3,4,1,1,1,1,"none"
"503","sc4",8,100,"GLM",4,3,6,0.946783369803063,1,0.802417932550328,1,"none"
"504","sc4",8,100,"BMEM",4,3,6,0.953185370428259,1,0.828069076662479,1,"none"
"505","sc4",8,100,"LCA",4,4,4,1,1,1,1,"none"
"506","sc4",8,100,"GLM",4,4,6,0.934579556111285,1,0.796993209031063,1,"none"
"507","sc4",8,100,"BMEM",4,4,6,0.942381994373242,1,0.823221377274581,1,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"508","sc4",8,100,"LCA",4,5,4,1,1,1,1,"none"
"509","sc4",8,100,"GLM",4,5,5,0.968190059393561,1,0.879000709164238,1,"none"
"510","sc4",8,100,"BMEM",4,5,6,0.937780556423882,1,0.7942933651436,1,"none"
"511","sc4",8,200,"LCA",4,1,4,1,1,1,1,"none"
"512","sc4",8,200,"GLM",4,1,6,0.937140178152836,0.994999218627911,0.798593103664728,0.981824178191435,"none"
"513","sc4",8,200,"BMEM",4,1,6,0.937140178152836,0.994999218627911,0.798593103664728,0.981824178191435,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"514","sc4",8,200,"LCA",4,2,4,1,1,1,1,"none"
"515","sc4",8,200,"GLM",4,2,6,0.951442412877012,1,0.822344152848316,1,"none"
"516","sc4",8,200,"BMEM",4,2,6,0.951442412877012,1,0.822344152848316,1,"none"
"517","sc4",8,200,"LCA",4,3,4,1,1,1,1,"none"
"518","sc4",8,200,"GLM",4,3,5,0.974796061884669,1,0.906401671405291,1,"none"
"519","sc4",8,200,"BMEM",4,3,6,0.957343334896077,1,0.833378379250267,1,"none"
"520","sc4",8,200,"LCA",4,4,4,1,1,1,1,"none"
"521","sc4",8,200,"GLM",4,4,6,0.952192530082825,1,0.833963600351424,1,"none"
"522","sc4",8,200,"BMEM",4,4,6,0.952192530082825,1,0.833963600351424,1,"none"
"523","sc4",8,200,"LCA",4,5,4,1,1,1,1,"none"
"524","sc4",8,200,"GLM",4,5,6,0.940490701672136,1,0.81197807724791,1,"none"
"525","sc4",8,200,"BMEM",4,5,6,0.940490701672136,1,0.81197807724791,1,"none"
"526","sc4",8,400,"LCA",4,1,5,0.955596530978983,1,0.870498000302141,1,"none"
"527","sc4",8,400,"GLM",4,1,5,0.97249785139464,1,0.905191975333576,1,"none"
"528","sc4",8,400,"BMEM",4,1,6,0.940757871708727,1,0.800669923685336,1,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"529","sc4",8,400,"LCA",4,2,6,0.928381904836315,1,0.788925808333437,1,"none"
"530","sc4",8,400,"GLM",4,2,6,0.96145948902258,1,0.840865126121561,1,"none"
"531","sc4",8,400,"BMEM",4,2,6,0.954021407922494,1,0.826293193954139,1,"none"
"532","sc4",8,400,"LCA",4,3,6,0.934244862879912,1,0.796823903159642,1,"none"
"533","sc4",8,400,"GLM",4,3,6,0.952046253613564,1,0.82595821976206,1,"none"
"534","sc4",8,400,"BMEM",4,3,6,0.952046253613564,1,0.82595821976206,1,"none"
"535","sc4",8,400,"LCA",4,4,6,0.929982029846082,0.994924603484647,0.782081126540943,0.98188448943678,"none"
"536","sc4",8,400,"GLM",4,4,6,0.954008906945855,0.994924603484647,0.828608753355821,0.98188448943678,"none"
"537","sc4",8,400,"BMEM",4,4,6,0.941570435190249,0.994924603484647,0.794371073177693,0.98188448943678,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"538","sc4",8,400,"LCA",4,5,6,0.921693882334557,1,0.781421658468678,1,"none"
"539","sc4",8,400,"GLM",4,5,6,0.940570357059145,1,0.808511870031974,1,"none"
"540","sc4",8,400,"BMEM",4,5,6,0.940570357059145,1,0.808511870031974,1,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"541","sc5",2,100,"LCA",4,1,4,0.766908635794743,0.766908635794743,0.459147633520635,0.459147633520635,"none"
"542","sc5",2,100,"GLM",4,1,3,0.65116395494368,0.772115143929912,0.247832497039198,0.47131500842541,"none"
"543","sc5",2,100,"BMEM",4,1,3,0.65116395494368,0.760700876095119,0.247832497039198,0.446195212912228,"none"
"544","sc5",2,100,"LCA",4,2,3,0.74468085106383,0.760100125156446,0.411176040668251,0.467477299236764,"none"
"545","sc5",2,100,"GLM",4,2,2,0.623729662077597,0.781727158948686,0.225556133525195,0.492704887493031,"none"
"546","sc5",2,100,"BMEM",4,2,2,0.623729662077597,0.769712140175219,0.225556133525195,0.465938300801646,"none"
"547","sc5",2,100,"LCA",4,3,4,0.849612015018773,0.849612015018773,0.586629433987754,0.586629433987754,"none"
"548","sc5",2,100,"GLM",4,3,2,0.633541927409262,0.816770963704631,0.234774640351625,0.507879171213524,"none"
"549","sc5",2,100,"BMEM",4,3,2,0.633541927409262,0.811364205256571,0.234774640351625,0.509875076643683,"none"
"550","sc5",2,100,"LCA",4,4,3,0.682202753441802,0.727058823529412,0.278156873006949,0.3823433479718,"none"
"551","sc5",2,100,"GLM",4,4,2,0.620325406758448,0.758698372966208,0.173425746696812,0.431648054258712,"none"
"552","sc5",2,100,"BMEM",4,4,2,0.608510638297872,0.758698372966208,0.163017296199042,0.431648054258712,"none"
"553","sc5",2,100,"LCA",4,5,3,0.657972465581977,0.736270337922403,0.211766840775113,0.416761183873342,"none"
"554","sc5",2,100,"GLM",4,5,1,0.251664580725907,0.704430538172716,0,0.265376208721442,"none"
"555","sc5",2,100,"BMEM",4,5,1,0.251664580725907,0.75008760951189,0,0.411819292004439,"none"
"556","sc5",2,200,"LCA",4,1,4,0.748943089430894,0.748943089430894,0.391644707692741,0.391644707692741,"none"
"557","sc5",2,200,"GLM",4,1,2,0.610006253908693,0.749993746091307,0.210910680270198,0.366673017879328,"none"
"558","sc5",2,200,"BMEM",4,1,2,0.598499061913696,0.706266416510319,0.178223914911336,0.315854073964545,"none"
"559","sc5",2,200,"LCA",4,2,4,0.755247029393371,0.755247029393371,0.387322314013841,0.387322314013841,"none"
"560","sc5",2,200,"GLM",4,2,4,0.767154471544715,0.767154471544715,0.404945848908129,0.404945848908129,"none"
"561","sc5",2,200,"BMEM",4,2,4,0.759649781113196,0.759649781113196,0.391082039064999,0.391082039064999,"none"
"562","sc5",2,200,"LCA",4,3,4,0.784765478424015,0.784765478424015,0.470023728945129,0.470023728945129,"none"
"563","sc5",2,200,"GLM",4,3,4,0.80317698561601,0.80317698561601,0.492749922905603,0.492749922905603,"none"
"564","sc5",2,200,"BMEM",4,3,4,0.80317698561601,0.80317698561601,0.492749922905603,0.492749922905603,"none"
"565","sc5",2,200,"LCA",4,4,4,0.774709193245779,0.774709193245779,0.417093594595886,0.417093594595886,"none"
"566","sc5",2,200,"GLM",4,4,4,0.782163852407755,0.782163852407755,0.426679336546202,0.426679336546202,"none"
"567","sc5",2,200,"BMEM",4,4,4,0.782163852407755,0.782163852407755,0.426679336546202,0.426679336546202,"none"
"568","sc5",2,200,"LCA",4,5,4,0.751244527829894,0.740287679799875,0.410593968262936,0.393798519986533,"none"
"569","sc5",2,200,"GLM",4,5,3,0.694358974358974,0.730581613508443,0.292366868782801,0.364006585552201,"none"
"570","sc5",2,200,"BMEM",4,5,3,0.694358974358974,0.731332082551595,0.292366868782801,0.336566259807821,"none"
"571","sc5",2,400,"LCA",4,1,4,0.794110659581119,0.794110659581119,0.490084851830102,0.490084851830102,"none"
"572","sc5",2,400,"GLM",4,1,4,0.792885276648953,0.792885276648953,0.480610755249542,0.480610755249542,"none"
"573","sc5",2,400,"BMEM",4,1,4,0.788959049703032,0.788959049703032,0.471736734522811,0.471736734522811,"none"
"574","sc5",2,400,"LCA",4,2,5,0.763138480775242,0.747095967489841,0.381406950396136,0.387266236998956,"none"
"575","sc5",2,400,"GLM",4,2,4,0.747095967489841,0.747095967489841,0.387266236998956,0.387266236998956,"none"
"576","sc5",2,400,"BMEM",4,2,4,0.747095967489841,0.747095967489841,0.387266236998956,0.387266236998956,"none"
"577","sc5",2,400,"LCA",4,3,4,0.758324476398875,0.758324476398875,0.390542087292981,0.390542087292981,"none"
"578","sc5",2,400,"GLM",4,3,4,0.766089402938418,0.766089402938418,0.376539301832607,0.376539301832607,"none"
"579","sc5",2,400,"BMEM",4,3,4,0.7631134729603,0.7631134729603,0.374267195866597,0.374267195866597,"none"
"580","sc5",2,400,"LCA",4,4,4,0.773554235698656,0.773554235698656,0.406864494701377,0.406864494701377,"none"
"581","sc5",2,400,"GLM",4,4,4,0.776905282900907,0.776905282900907,0.406954951789854,0.406954951789854,"none"
"582","sc5",2,400,"BMEM",4,4,4,0.778605814316974,0.778605814316974,0.413813362388679,0.413813362388679,"none"
"583","sc5",2,400,"LCA",4,5,4,0.750822131916224,0.750822131916224,0.396113768971877,0.396113768971877,"none"
"584","sc5",2,400,"GLM",4,5,4,0.752747733666771,0.752747733666771,0.38462868618834,0.38462868618834,"none"
"585","sc5",2,400,"BMEM",4,5,4,0.752747733666771,0.752747733666771,0.38462868618834,0.38462868618834,"none"
"586","sc5",4,100,"LCA",4,1,4,0.854709193245779,0.854709193245779,0.624610089675366,0.624610089675366,"none"
"587","sc5",4,100,"GLM",4,1,2,0.656785490931832,0.827892432770482,0.295081880729248,0.577911233929066,"none"
"588","sc5",4,100,"BMEM",4,1,2,0.670594121325829,0.834696685428393,0.303239722164972,0.586843651558052,"none"
"589","sc5",4,100,"LCA",4,2,4,0.85270794246404,0.85270794246404,0.630622585665765,0.630622585665765,"none"
"590","sc5",4,100,"GLM",4,2,2,0.661388367729831,0.845903689806129,0.27355681553364,0.629792043001957,"none"
"591","sc5",4,100,"BMEM",4,2,2,0.676597873671044,0.828292682926829,0.302409337991595,0.59723041492323,"none"
"592","sc5",4,100,"LCA",4,3,4,0.89733583489681,0.89733583489681,0.70764667419736,0.70764667419736,"none"
"593","sc5",4,100,"GLM",4,3,2,0.702414008755472,0.880925578486554,0.358673209570147,0.67315111314458,"none"
"594","sc5",4,100,"BMEM",4,3,2,0.700813008130081,0.880925578486554,0.367236310297399,0.67315111314458,"none"
"595","sc5",4,100,"LCA",4,4,4,0.880125078173859,0.880125078173859,0.686242190382823,0.686242190382823,"none"
"596","sc5",4,100,"GLM",4,4,4,0.888730456535335,0.888730456535335,0.673404564929939,0.673404564929939,"none"
"597","sc5",4,100,"BMEM",4,4,2,0.663789868667917,0.882126328955597,0.284072544737899,0.658904144829822,"none"
"598","sc5",4,100,"LCA",4,5,4,0.821288305190744,0.821288305190744,0.569817635600739,0.569817635600739,"none"
"599","sc5",4,100,"GLM",4,5,2,0.686404002501563,0.835697310819262,0.33248757905221,0.595645250835081,"none"
"600","sc5",4,100,"BMEM",4,5,2,0.662589118198874,0.835697310819262,0.26843740630698,0.595645250835081,"none"
"601","sc5",4,200,"LCA",4,1,4,0.852253829321663,0.852253829321663,0.597083064712155,0.597083064712155,"none"
"602","sc5",4,200,"GLM",4,1,2,0.667846201938106,0.848402625820569,0.278757936828255,0.586750693521455,"none"
"603","sc5",4,200,"BMEM",4,1,2,0.664845264145045,0.852253829321663,0.310141577161179,0.597083064712155,"none"
"604","sc5",4,200,"LCA",4,2,4,0.833447952485152,0.833447952485152,0.586968969821378,0.586968969821378,"none"
"605","sc5",4,200,"GLM",4,2,2,0.646589559237262,0.836048765239137,0.264644840947689,0.599597967987248,"none"
"606","sc5",4,200,"BMEM",4,2,2,0.649690528290091,0.833447952485152,0.264235936521297,0.586968969821378,"none"
"607","sc5",4,200,"LCA",4,3,4,0.823144732728978,0.823144732728978,0.536872735133155,0.536872735133155,"none"
"608","sc5",4,200,"GLM",4,3,2,0.648390121913098,0.832797749296655,0.2597888952234,0.55457309363149,"none"
"609","sc5",4,200,"BMEM",4,3,4,0.822544545170366,0.822544545170366,0.531864166074197,0.531864166074197,"none"
"610","sc5",4,200,"LCA",4,4,4,0.905670522038137,0.905670522038137,0.727920111626604,0.727920111626604,"none"
"611","sc5",4,200,"GLM",4,4,2,0.689402938418256,0.884864020006252,0.331662240278066,0.673436123297159,"none"
"612","sc5",4,200,"BMEM",4,4,4,0.884864020006252,0.884864020006252,0.673436123297159,0.673436123297159,"none"
"613","sc5",4,200,"LCA",4,5,4,0.852353860581432,0.852353860581432,0.609106134179714,0.609106134179714,"none"
"614","sc5",4,200,"GLM",4,5,4,0.844451391059706,0.844451391059706,0.5714758789709,0.5714758789709,"none"
"615","sc5",4,200,"BMEM",4,5,4,0.844451391059706,0.844451391059706,0.5714758789709,0.5714758789709,"none"
"616","sc5",4,400,"LCA",4,1,5,0.839912486325988,0.871979996874512,0.568368732666445,0.660977483521223,"none"
"617","sc5",4,400,"GLM",4,1,4,0.87413033286451,0.87413033286451,0.665809693187576,0.665809693187576,"none"
"618","sc5",4,400,"BMEM",4,1,4,0.873855289889045,0.873855289889045,0.664643841563692,0.664643841563692,"none"
"619","sc5",4,400,"LCA",4,2,6,0.813470854821066,0.866929207688701,0.471204186421653,0.633423535961245,"none"
"620","sc5",4,400,"GLM",4,2,4,0.857640256290045,0.857640256290045,0.608017778713941,0.608017778713941,"none"
"621","sc5",4,400,"BMEM",4,2,4,0.862228473198937,0.862228473198937,0.621613576385229,0.621613576385229,"none"
"622","sc5",4,400,"LCA",4,3,5,0.865441475230505,0.879043600562588,0.577181671492983,0.656460610180478,"none"
"623","sc5",4,400,"GLM",4,3,4,0.869817158931083,0.869817158931083,0.63450912286314,0.63450912286314,"none"
"624","sc5",4,400,"BMEM",4,3,4,0.865666510392249,0.865666510392249,0.624187548322773,0.624187548322773,"none"
"625","sc5",4,400,"LCA",4,4,6,0.836974527269886,0.87579309267073,0.523170913824222,0.651688246006107,"none"
"626","sc5",4,400,"GLM",4,4,4,0.875543053602125,0.875543053602125,0.65164627159798,0.65164627159798,"none"
"627","sc5",4,400,"BMEM",4,4,4,0.875543053602125,0.875543053602125,0.65164627159798,0.65164627159798,"none"
"628","sc5",4,400,"LCA",4,5,5,0.831636193155181,0.835849351461166,0.530496311886462,0.573325783289555,"none"
"629","sc5",4,400,"GLM",4,5,4,0.850164088138772,0.850164088138772,0.595900623541515,0.595900623541515,"none"
"630","sc5",4,400,"BMEM",4,5,4,0.84841381465854,0.84841381465854,0.587262085687957,0.587262085687957,"none"
"631","sc5",8,100,"LCA",4,1,4,0.961587996248828,0.961587996248828,0.888065566256397,0.888065566256397,"none"
"632","sc5",8,100,"GLM",4,1,4,0.961587996248828,0.961587996248828,0.886612375023088,0.886612375023088,"none"
"633","sc5",8,100,"BMEM",4,1,4,0.952385120350109,0.952385120350109,0.857425755024202,0.857425755024202,"none"
"634","sc5",8,100,"LCA",4,2,4,0.942381994373242,0.942381994373242,0.837885759098784,0.837885759098784,"none"
"635","sc5",8,100,"GLM",4,2,4,0.915373554235699,0.915373554235699,0.768166776976901,0.768166776976901,"none"
"636","sc5",8,100,"BMEM",4,2,4,0.913973116598937,0.913973116598937,0.768041159412674,0.768041159412674,"none"
"637","sc5",8,100,"LCA",4,3,4,0.952985307908721,0.952985307908721,0.857721634021721,0.857721634021721,"none"
"638","sc5",8,100,"GLM",4,3,4,0.952985307908721,0.952985307908721,0.857721634021721,0.857721634021721,"none"
"639","sc5",8,100,"BMEM",4,3,4,0.952985307908721,0.952985307908721,0.857721634021721,0.857721634021721,"none"
"640","sc5",8,100,"LCA",4,4,4,0.938580806502032,0.938580806502032,0.82155086841552,0.82155086841552,"none"
"641","sc5",8,100,"GLM",4,4,4,0.915773679274773,0.915773679274773,0.795338952554391,0.795338952554391,"none"
"642","sc5",8,100,"BMEM",4,4,4,0.908571428571429,0.908571428571429,0.766406717524076,0.766406717524076,"none"
"643","sc5",8,100,"LCA",4,5,4,0.925176617693029,0.925176617693029,0.78115748159279,0.78115748159279,"none"
"644","sc5",8,100,"GLM",4,5,4,0.916573929352923,0.916573929352923,0.775825679402547,0.775825679402547,"none"
"645","sc5",8,100,"BMEM",4,5,4,0.916573929352923,0.916573929352923,0.775825679402547,0.775825679402547,"none"
"646","sc5",8,200,"LCA",4,1,4,0.966844819503047,0.966844819503047,0.891464634261569,0.891464634261569,"none"
