"","scenario","obs_per_trial","n_subj","method","class_true","run","class_pred","RI","RIc","NMI","NMIc","warnings"
"201","sc2",4,200,"BMEM",4,2,6,0.968090028133792,0.994748358862144,0.870672333313142,0.98166091426355,"none"
"202","sc2",4,200,"LCA",4,3,4,0.990096905282901,0.990096905282901,0.964408446023205,0.964408446023205,"none"
"203","sc2",4,200,"GLM",4,3,6,0.954735854954673,0.980193810565802,0.823371248938229,0.933816323296216,"none"
"204","sc2",4,200,"BMEM",4,3,6,0.954735854954673,0.980193810565802,0.823371248938229,0.933816323296216,"none"
"205","sc2",4,200,"LCA",4,4,4,1,1,1,1,"none"
"206","sc2",4,200,"GLM",4,4,6,0.971391059706158,1,0.872695447664567,1,"none"
"207","sc2",4,200,"BMEM",4,4,6,0.964138793372929,1,0.842806814480354,1,"none"
"208","sc2",4,200,"LCA",4,5,4,0.984395123476086,0.984395123476086,0.950446332283294,0.950446332283294,"none"
"209","sc2",4,200,"GLM",4,5,6,0.967889965614254,0.994848390121913,0.869935865442281,0.981846187861591,"none"
"210","sc2",4,200,"BMEM",4,5,6,0.958136917786808,0.984295092216318,0.819493431117616,0.945831534231578,"none"
"211","sc2",4,400,"LCA",4,1,5,0.950379746835443,0.994599156118143,0.842948336320722,0.978851864295773,"none"
"212","sc2",4,400,"GLM",4,1,6,0.946204094389748,0.984447569932802,0.809431952579336,0.943060045415071,"none"
"213","sc2",4,400,"BMEM",4,1,6,0.951717455852477,0.984447569932802,0.821728210485357,0.943060045415071,"none"
"214","sc2",4,400,"LCA",4,2,6,0.927726207219878,0.990310986091577,0.776000414258509,0.962148595256444,"none"
"215","sc2",4,400,"GLM",4,2,6,0.948579465541491,0.989748398187217,0.807482474338132,0.963957155543149,"none"
"216","sc2",4,400,"BMEM",4,2,6,0.955042975464916,0.989748398187217,0.806828019723993,0.963957155543149,"none"
"217","sc2",4,400,"LCA",4,3,6,0.936190029692139,0.990110954836693,0.787377275179675,0.95955029318058,"none"
"218","sc2",4,400,"GLM",4,3,6,0.964469448351305,0.995024222534771,0.853775672434296,0.979676084268708,"none"
"219","sc2",4,400,"BMEM",4,3,6,0.957280825128926,0.992686357243319,0.827237600646086,0.969636637674948,"none"
"220","sc2",4,400,"LCA",4,4,4,0.992648851383029,0.992648851383029,0.969592467089813,0.969592467089813,"none"
"221","sc2",4,400,"GLM",4,4,6,0.968795124238162,0.992848882637912,0.866460209677712,0.972317632354206,"none"
"222","sc2",4,400,"BMEM",4,4,6,0.975546179090483,0.992848882637912,0.887728332502803,0.972317632354206,"none"
"223","sc2",4,400,"LCA",4,5,4,0.990098452883263,0.990098452883263,0.963845221393773,0.963845221393773,"none"
"224","sc2",4,400,"GLM",4,5,6,0.972120643850602,0.995024222534771,0.869311251044504,0.979373951387849,"none"
"225","sc2",4,400,"BMEM",4,5,6,0.96478199718706,0.992886388498203,0.846659787948473,0.969287517614417,"none"
"226","sc2",8,100,"LCA",4,1,4,1,1,1,1,"none"
"227","sc2",8,100,"GLM",4,1,5,0.98559549859331,1,0.936157616158214,1,"none"
"228","sc2",8,100,"BMEM",4,1,6,0.953585495467334,0.990396999062207,0.84069717439231,0.969067606625642,"none"
"229","sc2",8,100,"LCA",4,2,4,1,1,1,1,"none"
"230","sc2",8,100,"GLM",4,2,4,1,1,1,1,"none"
"231","sc2",8,100,"BMEM",4,2,6,0.959587371053454,1,0.8418578604191,1,"none"
"232","sc2",8,100,"LCA",4,3,4,1,1,1,1,"none"
"233","sc2",8,100,"GLM",4,3,5,0.972591434823382,0.99019693654267,0.89689952649352,0.968844126510143,"none"
"234","sc2",8,100,"BMEM",4,3,5,0.972591434823382,0.99019693654267,0.89689952649352,0.968844126510143,"none"
"235","sc2",8,100,"LCA",4,4,4,1,1,1,1,"none"
"236","sc2",8,100,"GLM",4,4,6,0.942381994373242,0.988996561425445,0.805650737446373,0.966390093506953,"none"
"237","sc2",8,100,"BMEM",4,4,6,0.947383557361676,0.939981244138793,0.82863970313849,0.831960025056101,"none"
"238","sc2",8,100,"LCA",4,5,4,1,1,1,1,"none"
"239","sc2",8,100,"GLM",4,5,5,0.991597374179431,1,0.953106022043859,1,"none"
"240","sc2",8,100,"BMEM",4,5,6,0.95538605814317,1,0.839663593615666,1,"none"
"241","sc2",8,200,"LCA",4,1,4,1,1,1,1,"none"
"242","sc2",8,200,"GLM",4,1,6,0.968495077355837,1,0.866777386734712,1,"none"
"243","sc2",8,200,"BMEM",4,1,6,0.966344741365838,1,0.861279332118158,1,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"244","sc2",8,200,"LCA",4,2,4,1,1,1,1,"none"
"245","sc2",8,200,"GLM",4,2,6,0.951992498827942,1,0.832999152506747,1,"none"
"246","sc2",8,200,"BMEM",4,2,6,0.948842006563526,1,0.825974081233688,1,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"247","sc2",8,200,"LCA",4,3,4,1,1,1,1,"none"
"248","sc2",8,200,"GLM",4,3,6,0.969545241443976,0.994849195186748,0.868924365038534,0.981956073358738,"none"
"249","sc2",8,200,"BMEM",4,3,6,0.954192842631661,0.994849195186748,0.824924248604106,0.981956073358738,"none"
"250","sc2",8,200,"LCA",4,4,4,1,1,1,1,"none"
"251","sc2",8,200,"GLM",4,4,6,0.960093764650727,1,0.847630916905457,1,"none"
"252","sc2",8,200,"BMEM",4,4,6,0.956093139553055,1,0.829782722359602,1,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"253","sc2",8,200,"LCA",4,5,4,1,1,1,1,"none"
"254","sc2",8,200,"GLM",4,5,6,0.939840600093765,0.994849195186748,0.803082618686877,0.981917242725575,"none"
"255","sc2",8,200,"BMEM",4,5,6,0.933239568682607,0.989398343491171,0.776059788885032,0.963643562111412,"none"
"256","sc2",8,400,"LCA",4,1,4,1,1,1,1,"none"
"257","sc2",8,400,"GLM",4,1,6,0.942132979138995,1,0.817637034984458,1,"none"
"258","sc2",8,400,"BMEM",4,1,6,0.942132979138995,1,0.817637034984458,1,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"259","sc2",8,400,"LCA",4,2,5,0.962872099382764,1,0.880667384180264,1,"none"
"260","sc2",8,400,"GLM",4,2,6,0.965959840612548,0.997524806625518,0.856466290957049,0.989688756776595,"none"
"261","sc2",8,400,"BMEM",4,2,6,0.962747089616376,0.992974451128994,0.845476059185328,0.972425524241034,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"262","sc2",8,400,"LCA",4,3,5,0.961409485116025,1,0.87822342178869,1,"none"
"263","sc2",8,400,"GLM",4,3,6,0.95604656613798,0.997412297835768,0.832490692279835,0.989680004669337,"none"
"264","sc2",8,400,"BMEM",4,3,6,0.9531213376045,0.997412297835768,0.819681869701578,0.989680004669337,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"265","sc2",8,400,"LCA",4,4,5,0.971022736151262,1,0.893625258213302,1,"none"
"266","sc2",8,400,"GLM",4,4,6,0.950408625673881,0.997587311508712,0.822901897099145,0.989906944114676,"none"
"267","sc2",8,400,"BMEM",4,4,6,0.945983279943746,0.997587311508712,0.808419682350363,0.989906944114676,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"268","sc2",8,400,"LCA",4,5,5,0.956321587624033,1,0.862019385942262,1,"none"
"269","sc2",8,400,"GLM",4,5,6,0.937045081647004,0.995324634737089,0.788970762961872,0.979536205248327,"none"
"270","sc2",8,400,"BMEM",4,5,6,0.936932572857255,0.99249941401672,0.798663861421819,0.969032729685848,"none"
"271","sc3",2,100,"LCA",4,1,4,0.812565707133917,0.812565707133917,0.594750241262076,0.594750241262076,"none"
"272","sc3",2,100,"GLM",4,1,6,0.761101376720901,0.772115143929912,0.443667251348435,0.570732516226584,"none"
"273","sc3",2,100,"BMEM",4,1,5,0.779123904881101,0.848210262828536,0.493386169888475,0.67720764431468,"none"
"274","sc3",2,100,"LCA",4,2,4,0.887859824780976,0.887859824780976,0.758209818754839,0.758209818754839,"none"
"275","sc3",2,100,"GLM",4,2,6,0.819974968710889,0.796946182728411,0.601407002933234,0.674514970229329,"none"
"276","sc3",2,100,"BMEM",4,2,5,0.814568210262829,0.852816020025031,0.634801987072829,0.641371741641428,"2 Warnings: There were 3 divergent transitions after warmup. See
https://mc-stan.org/misc/warnings.html#divergent-transitions-after-warmup
to find out why this is a problem and how to eliminate them.. Next warning: Examine the pairs() plot to diagnose sampling problems
"
"277","sc3",2,100,"LCA",4,3,4,0.867834793491865,0.867834793491865,0.70821125539134,0.70821125539134,"none"
"278","sc3",2,100,"GLM",4,3,6,0.790137672090113,0.776520650813517,0.558844410336937,0.607623343739108,"none"
"279","sc3",2,100,"BMEM",4,3,6,0.840600750938673,0.810563204005006,0.575540277372985,0.607780366284635,"2 Warnings: There were 1 divergent transitions after warmup. See
https://mc-stan.org/misc/warnings.html#divergent-transitions-after-warmup
to find out why this is a problem and how to eliminate them.. Next warning: Examine the pairs() plot to diagnose sampling problems
"
"280","sc3",2,100,"LCA",4,4,4,0.883454317897372,0.883454317897372,0.7534017211227,0.7534017211227,"none"
"281","sc3",2,100,"GLM",4,4,6,0.813967459324155,0.757697121401752,0.588806534136922,0.612430339666314,"none"
"282","sc3",2,100,"BMEM",4,4,3,0.795344180225282,0.875043804755945,0.517271342515541,0.741637125584699,"2 Warnings: There were 2 divergent transitions after warmup. See
https://mc-stan.org/misc/warnings.html#divergent-transitions-after-warmup
to find out why this is a problem and how to eliminate them.. Next warning: Examine the pairs() plot to diagnose sampling problems
"
"283","sc3",2,100,"LCA",4,5,3,0.794342928660826,0.826783479349187,0.584781040280611,0.646788392183941,"none"
"284","sc3",2,100,"GLM",4,5,6,0.769511889862328,0.742277847309136,0.495021610853842,0.562694344287681,"none"
"285","sc3",2,100,"BMEM",4,5,6,0.784130162703379,0.809561952440551,0.504626410672357,0.628713873601827,"2 Warnings: There were 7 divergent transitions after warmup. See
https://mc-stan.org/misc/warnings.html#divergent-transitions-after-warmup
to find out why this is a problem and how to eliminate them.. Next warning: Examine the pairs() plot to diagnose sampling problems
"
"286","sc3",2,200,"LCA",4,1,4,0.859412132582864,0.859412132582864,0.711509293640911,0.711509293640911,"none"
"287","sc3",2,200,"GLM",4,1,6,0.814233896185116,0.755847404627892,0.548541723821736,0.597836147320048,"none"
"288","sc3",2,200,"BMEM",4,1,6,0.818636647904941,0.841200750469043,0.554570344555804,0.654815329133417,"none"
"289","sc3",2,200,"LCA",4,2,4,0.844302689180738,0.844302689180738,0.664335635761205,0.664335635761205,"none"
"290","sc3",2,200,"GLM",4,2,6,0.79812382739212,0.750844277673546,0.512901702928885,0.603047623732307,"none"
"291","sc3",2,200,"BMEM",4,2,3,0.769956222639149,0.832995622263915,0.511445591033016,0.650876047114299,"2 Warnings: There were 2 divergent transitions after warmup. See
https://mc-stan.org/misc/warnings.html#divergent-transitions-after-warmup
to find out why this is a problem and how to eliminate them.. Next warning: Examine the pairs() plot to diagnose sampling problems
"
"292","sc3",2,200,"LCA",4,3,4,0.882526579111945,0.882526579111945,0.718054563094056,0.718054563094056,"none"
"293","sc3",2,200,"GLM",4,3,6,0.781713570981864,0.740237648530331,0.489025273725637,0.539251207710421,"none"
"294","sc3",2,200,"BMEM",4,3,6,0.822288930581613,0.791069418386492,0.5358729425244,0.568455366571202,"none"
"295","sc3",2,200,"LCA",4,4,4,0.876572858036273,0.876572858036273,0.724187900200623,0.724187900200623,"none"
"296","sc3",2,200,"GLM",4,4,6,0.799474671669794,0.640625390869293,0.561430173009231,0.275580350875552,"none"
"297","sc3",2,200,"BMEM",4,4,3,0.760250156347717,0.869568480300188,0.4878645039333,0.712407018096055,"2 Warnings: There were 1 divergent transitions after warmup. See
https://mc-stan.org/misc/warnings.html#divergent-transitions-after-warmup
to find out why this is a problem and how to eliminate them.. Next warning: Examine the pairs() plot to diagnose sampling problems
"
"298","sc3",2,200,"LCA",4,5,4,0.790819262038774,0.790819262038774,0.60514554049446,0.60514554049446,"none"
"299","sc3",2,200,"GLM",4,5,6,0.8258411507192,0.780712945590994,0.56169023168332,0.594643350299476,"none"
"300","sc3",2,200,"BMEM",4,5,6,0.79046904315197,0.78426516572858,0.50036371604117,0.540870851496036,"none"
"301","sc3",2,400,"LCA",4,1,4,0.850115661144108,0.850115661144108,0.658195400123339,0.658195400123339,"none"
"302","sc3",2,400,"GLM",4,1,6,0.799399812441388,0.74847139731166,0.499602582719227,0.576698154508981,"none"
"303","sc3",2,400,"BMEM",4,1,4,0.790509534229447,0.790509534229447,0.549662350250809,0.549662350250809,"none"
"304","sc3",2,400,"LCA",4,2,4,0.826620819005939,0.826620819005939,0.648252109260974,0.648252109260974,"none"
"305","sc3",2,400,"GLM",4,2,6,0.765826820881526,0.746820881525477,0.524051951735185,0.568795701396394,"none"
"306","sc3",2,400,"BMEM",4,2,5,0.813766802125664,0.793960612691466,0.558136656301897,0.566252803378336,"none"
"307","sc3",2,400,"LCA",4,3,4,0.861156611441075,0.861156611441075,0.68840475949855,0.68840475949855,"none"
"308","sc3",2,400,"GLM",4,3,6,0.805426695842451,0.776630196936543,0.528336598179323,0.617619293934671,"none"
"309","sc3",2,400,"BMEM",4,3,6,0.803626133166615,0.797661769302907,0.506283812066308,0.570547644910215,"none"
"310","sc3",2,400,"LCA",4,4,4,0.870809628008753,0.870809628008753,0.709220910302207,0.709220910302207,"none"
"311","sc3",2,400,"GLM",4,4,6,0.797886839637387,0.751209753047827,0.55186945470722,0.575036980396488,"none"
"312","sc3",2,400,"BMEM",4,4,5,0.851778680837762,0.860331353547984,0.613538701460263,0.641368101640247,"none"
"313","sc3",2,400,"LCA",4,5,4,0.847702407002188,0.847702407002188,0.658154650626834,0.658154650626834,"none"
"314","sc3",2,400,"GLM",4,5,6,0.783482338230697,0.74904657705533,0.506655485051985,0.502870406739355,"none"
"315","sc3",2,400,"BMEM",4,5,6,0.816105032822757,0.839699906220694,0.515493797907957,0.600833232869667,"none"
"316","sc3",4,100,"LCA",4,1,4,0.908742964352721,0.908742964352721,0.772039865919965,0.772039865919965,"none"
"317","sc3",4,100,"GLM",4,1,5,0.812682926829268,0.771457160725453,0.658784826177407,0.64164124608025,"none"
"318","sc3",4,100,"BMEM",4,1,6,0.850306441525954,0.795071919949969,0.60048565546036,0.5501010040647,"none"
"319","sc3",4,100,"LCA",4,2,4,0.941963727329581,0.941963727329581,0.830602192298165,0.830602192298165,"none"
"320","sc3",4,100,"GLM",4,2,5,0.862714196372733,0.814684177611007,0.658461252222707,0.628603196027705,"1 Warnings: Model failed to converge with max|grad| = 0.00423626 (tol = 0.002, component 1). Next warning: checkConv(attr(opt, ""derivs""), opt$par, ctrl = control$checkConv, lbound = environment(devfun)$lower)"
"321","sc3",4,100,"BMEM",4,2,6,0.85010631644778,0.953170731707317,0.58078680269522,0.850991585661569,"none"
"322","sc3",4,100,"LCA",4,3,4,0.941163227016886,0.941163227016886,0.853813823130239,0.853813823130239,"none"
"323","sc3",4,100,"GLM",4,3,6,0.863714821763602,0.849105691056911,0.629081018340786,0.701661378680182,"none"
"324","sc3",4,100,"BMEM",4,3,5,0.914346466541588,0.892732958098812,0.737406125898921,0.722461465675319,"none"
"325","sc3",4,100,"LCA",4,4,4,0.909143214509068,0.909143214509068,0.796503837403468,0.796503837403468,"none"
"326","sc3",4,100,"GLM",4,4,6,0.843702313946216,0.860512820512821,0.593810572604639,0.673982724536688,"none"
"327","sc3",4,100,"BMEM",4,4,5,0.90093808630394,0.942764227642276,0.65852692171154,0.832267536745982,"none"
"328","sc3",4,100,"LCA",4,5,4,0.857711069418386,0.857711069418386,0.722937684658351,0.722937684658351,"none"
"329","sc3",4,100,"GLM",4,5,6,0.824090056285178,0.767454659161976,0.586705257743718,0.642174401573211,"none"
"330","sc3",4,100,"BMEM",4,5,4,0.800875547217011,0.800875547217011,0.587166606561378,0.587166606561378,"none"
"331","sc3",4,200,"LCA",4,1,4,0.937280400125039,0.937280400125039,0.841841274970804,0.841841274970804,"none"
"332","sc3",4,200,"GLM",4,1,6,0.842700844013754,0.910872147546108,0.609841898013339,0.758586200257256,"none"
"333","sc3",4,200,"BMEM",4,1,5,0.852954048140044,0.961587996248828,0.58668633717895,0.881747172421508,"none"
"334","sc3",4,200,"LCA",4,2,4,0.921825570490778,0.921825570490778,0.800508313376448,0.800508313376448,"none"
"335","sc3",4,200,"GLM",4,2,6,0.809690528290091,0.754423257267896,0.549455559933697,0.615933811440646,"none"
"336","sc3",4,200,"BMEM",4,2,6,0.845951859956236,0.822344482650828,0.573375437258083,0.625452075208137,"none"
"337","sc3",4,200,"LCA",4,3,4,0.898568302594561,0.898568302594561,0.773341169791385,0.773341169791385,"none"
"338","sc3",4,200,"GLM",4,3,6,0.816492653954361,0.836398874648328,0.555947232772188,0.665777975946863,"none"
"339","sc3",4,200,"BMEM",4,3,4,0.816992810253204,0.816992810253204,0.595687166329321,0.595687166329321,"none"
"340","sc3",4,200,"LCA",4,4,4,0.914223194748359,0.914223194748359,0.79587635948182,0.79587635948182,"none"
"341","sc3",4,200,"GLM",4,4,6,0.857605501719287,0.758974679587371,0.616248240660486,0.597463554585454,"none"
"342","sc3",4,200,"BMEM",4,4,5,0.872210065645514,0.897317911847452,0.627347052673917,0.738314893241095,"none"
"343","sc3",4,200,"LCA",4,5,4,0.927577367927477,0.927577367927477,0.801392677555478,0.801392677555478,"none"
"344","sc3",4,200,"GLM",4,5,6,0.868809002813379,0.755773679274773,0.652535465819155,0.594098502507827,"none"
"345","sc3",4,200,"BMEM",4,5,4,0.818843388558925,0.818843388558925,0.582157504751128,0.582157504751128,"none"
"346","sc3",4,400,"LCA",4,1,6,0.864178777934052,0.938765432098765,0.645846820166475,0.834162770652992,"none"
"347","sc3",4,400,"GLM",4,1,6,0.863328645100797,0.756036880762619,0.659126352101984,0.606190023223931,"none"
"348","sc3",4,400,"BMEM",4,1,5,0.876605719643694,0.81817158931083,0.625250535519315,0.600162065466998,"none"
"349","sc3",4,400,"LCA",4,2,6,0.843825597749648,0.91386154086576,0.611427395704736,0.780664008981417,"none"
"350","sc3",4,400,"GLM",4,2,6,0.845563369276449,0.84057508985779,0.606249215957076,0.616298347709676,"none"
"351","sc3",4,400,"BMEM",4,2,3,0.758412251914362,0.925713392717612,0.468987875437262,0.784447762113518,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"352","sc3",4,400,"LCA",4,3,5,0.868979528051258,0.884031879981247,0.664754661312152,0.730269531448384,"none"
"353","sc3",4,400,"GLM",4,3,5,0.798668541959681,0.746597905922801,0.568656473733705,0.57099578993292,"1 Warnings: Model failed to converge with max|grad| = 0.0546066 (tol = 0.002, component 1). Next warning: checkConv(attr(opt, ""derivs""), opt$par, ctrl = control$checkConv, lbound = environment(devfun)$lower)"
"354","sc3",4,400,"BMEM",4,3,6,0.819384278793561,0.795067979371777,0.508353020241938,0.552684201326452,"none"
"355","sc3",4,400,"LCA",4,4,6,0.861953430223472,0.92226285357087,0.641628807490235,0.795475564249031,"none"
"356","sc3",4,400,"GLM",4,4,6,0.845525863416159,0.759487419909361,0.629298989267602,0.608097849865351,"none"
"357","sc3",4,400,"BMEM",4,4,3,0.758662290982966,0.934939834349117,0.460670534924875,0.813353989058819,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"358","sc3",4,400,"LCA",4,5,5,0.895533677137053,0.93846538521644,0.7165984386162,0.833708866107351,"none"
"359","sc3",4,400,"GLM",4,5,6,0.870154711673699,0.783066104078762,0.653905769763456,0.632689901659425,"none"
"360","sc3",4,400,"BMEM",4,5,3,0.74826066572902,0.938415377402719,0.438874908019962,0.825305041835392,"none"
"361","sc3",8,100,"LCA",4,1,4,0.982394498280713,0.982394498280713,0.944521044543712,0.944521044543712,"none"
"362","sc3",8,100,"GLM",4,1,6,0.904170053141607,0.982394498280713,0.728610212174596,0.938889239845576,"none"
"363","sc3",8,100,"BMEM",4,1,3,0.727514848390122,0.974191934979681,0.399974350446156,0.916673016207944,"none"
"364","sc3",8,100,"LCA",4,2,4,0.965789309159112,0.965789309159112,0.909797117059775,0.909797117059775,"none"
"365","sc3",8,100,"GLM",4,2,6,0.891966239449828,0.965789309159112,0.721095751864098,0.909797117059775,"none"
"366","sc3",8,100,"BMEM",4,2,6,0.876161300406377,0.965789309159112,0.661587369510792,0.909797117059775,"none"
"367","sc3",8,100,"LCA",4,3,4,0.95918724601438,0.95918724601438,0.883573135260712,0.883573135260712,"none"
"368","sc3",8,100,"GLM",4,3,6,0.894567052203814,0.891966239449828,0.692747215699885,0.748808769433089,"2 Warnings: Model failed to converge with max|grad| = 0.125266 (tol = 0.002, component 1). Next warning: checkConv(attr(opt, ""derivs""), opt$par, ctrl = control$checkConv, lbound = environment(devfun)$lower). Next warning: Model is nearly unidentifiable: very large eigenvalue
 - Rescale variables?. Next warning: checkConv(attr(opt, ""derivs""), opt$par, ctrl = control$checkConv, lbound = environment(devfun)$lower)"
"369","sc3",8,100,"BMEM",4,3,6,0.898968427633635,0.95918724601438,0.706415784411907,0.883573135260712,"none"
"370","sc3",8,100,"LCA",4,4,4,0.970390747108471,0.970390747108471,0.905808647484312,0.905808647484312,"none"
"371","sc3",8,100,"GLM",4,4,6,0.871759924976555,0.939381056580181,0.676789776505174,0.836893544931845,"none"
"372","sc3",8,100,"BMEM",4,4,6,0.888965301656768,0.961587996248828,0.664222429100245,0.879288980178662,"none"
"373","sc3",8,100,"LCA",4,5,4,0.980393873085339,0.980393873085339,0.936506905344786,0.936506905344786,"none"
"374","sc3",8,100,"GLM",4,5,6,0.885964363863707,0.913372929040325,0.712029859919763,0.816571092624835,"none"
"375","sc3",8,100,"BMEM",4,5,6,0.88876523913723,0.89936855267271,0.69407414801847,0.809842003309955,"none"
"376","sc3",8,200,"LCA",4,1,4,0.994799187373027,0.994799187373027,0.980763215238525,0.980763215238525,"none"
"377","sc3",8,200,"GLM",4,1,5,0.964894514767933,0.994799187373027,0.891056683536942,0.980763215238525,"2 Warnings: Model failed to converge with max|grad| = 0.341341 (tol = 0.002, component 1). Next warning: checkConv(attr(opt, ""derivs""), opt$par, ctrl = control$checkConv, lbound = environment(devfun)$lower). Next warning: Model is nearly unidentifiable: very large eigenvalue
 - Rescale variables?. Next warning: checkConv(attr(opt, ""derivs""), opt$par, ctrl = control$checkConv, lbound = environment(devfun)$lower)"
"378","sc3",8,200,"BMEM",4,1,6,0.899384278793562,0.994799187373027,0.707966797920804,0.980763215238525,"none"
"379","sc3",8,200,"LCA",4,2,4,0.964844506954212,0.964844506954212,0.901607925614595,0.901607925614595,"none"
"380","sc3",8,200,"GLM",4,2,6,0.934039693702141,0.945391467416784,0.792943848442364,0.825905955760812,"none"
"381","sc3",8,200,"BMEM",4,2,6,0.879081106422879,0.975246132208157,0.66084105463425,0.914361122862097,"none"
"382","sc3",8,200,"LCA",4,3,4,0.948391936240037,0.948391936240037,0.861597516899823,0.861597516899823,"none"
"383","sc3",8,200,"GLM",4,3,6,0.884882012814502,0.925388341928426,0.705488382868734,0.822881872796368,"none"
"384","sc3",8,200,"BMEM",4,3,6,0.852676980778247,0.938890451633068,0.600550729976968,0.844403768773953,"none"
"385","sc3",8,200,"LCA",4,4,4,0.957643381778403,0.957643381778403,0.888798172926256,0.888798172926256,"none"
"386","sc3",8,200,"GLM",4,4,5,0.937440225035162,0.934489764025629,0.811526155199643,0.814479588050536,"none"
"387","sc3",8,200,"BMEM",4,4,5,0.854677293327082,0.952892639474918,0.60613603753174,0.860951978712097,"none"
"388","sc3",8,200,"LCA",4,5,4,0.961593999062354,0.961593999062354,0.876805845304574,0.876805845304574,"none"
"389","sc3",8,200,"GLM",4,5,6,0.890832942647289,0.943141115799344,0.692172413486217,0.82966385241997,"none"
"390","sc3",8,200,"BMEM",4,5,6,0.868279418659165,0.956843256758869,0.615821995479101,0.865150452881843,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"391","sc3",8,400,"LCA",4,1,5,0.934744901945464,0.982448628799125,0.817168002340055,0.940949260962967,"none"
"392","sc3",8,400,"GLM",4,1,6,0.932869755449644,0.936495038674896,0.794389516347668,0.830060081851273,"none"
"393","sc3",8,400,"BMEM",4,1,5,0.885891085241034,0.99009922650207,0.671611225505771,0.960195409371192,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"394","sc3",8,400,"LCA",4,2,6,0.877865458238925,0.966372372841628,0.680922955198333,0.893576098243778,"none"
"395","sc3",8,400,"GLM",4,2,6,0.881415735604344,0.945283225251973,0.693559059867351,0.827828512360061,"none"
"396","sc3",8,400,"BMEM",4,2,6,0.843087741229784,0.959196812250957,0.576535763707366,0.871189504307775,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"397","sc3",8,400,"LCA",4,3,5,0.919356199703102,0.968310024220642,0.783709789530215,0.898220318470751,"none"
"398","sc3",8,400,"GLM",4,3,6,0.899492147824049,0.949871083678412,0.72493248002224,0.835256575668608,"none"
"399","sc3",8,400,"BMEM",4,3,5,0.867927181811079,0.978110789905461,0.644211337992849,0.918825890866769,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"400","sc3",8,400,"LCA",4,4,5,0.930157043519025,0.975673099460895,0.79003107058488,0.917567690748394,"none"
"401","sc3",8,400,"GLM",4,4,6,0.924319087428705,0.978223298695211,0.766758965586072,0.928374301346719,"none"
"402","sc3",8,400,"BMEM",4,4,5,0.930094538635831,0.978223298695211,0.758022483063011,0.928374301346719,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"403","sc3",8,400,"LCA",4,5,5,0.922168919446832,0.981598562387687,0.778953118862182,0.935070714888615,"none"
"404","sc3",8,400,"GLM",4,5,6,0.920131260254707,0.978973357293539,0.755894559798742,0.924407999738732,"none"
"405","sc3",8,400,"BMEM",4,5,5,0.923093991718103,0.978973357293539,0.754737317801308,0.924407999738732,"1 Warnings: Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable.
Running the chains for more iterations may help. See
https://mc-stan.org/misc/warnings.html#bulk-ess"
"406","sc4",2,100,"LCA",4,1,4,0.900075093867334,0.900075093867334,0.741242662826145,0.741242662826145,"none"
